No,title,github/code,paper reading article,project link,Catorgory,Oral day,Oral session,Oral time,Poster day,Poster session,Poster #,First author,Author
294,Exploring the Bounds of the Utility of Context for Object Detection,https://github.com/EhudBarnea/ContextAnalysis,,,,,,,Wednesday,Poster 2.2,68,Ehud Barnea,"Ehud Barnea, Ohad Ben-Shahar"
23,Data-Driven Neuron Allocation for Scale Aggregation Networks,https://github.com/Eli-YiLi/ScaleNet,,,,,,,Thursday,Poster 3.2,56,Yi Li,"Yi Li, Zhanghui Kuang, Yimin Chen, Wayne Zhang"
706,GSPN: Generative Shape Proposal Network for 3D Instance Segmentation in Point Cloud,https://github.com/ericyi/GSPN,,,,,,,Tuesday,Poster 1.2,184,Li Yi,
252,NDDR-CNN: Layerwise Feature Fusing in Multi-Task CNNs by Neural Discriminative Dimensionality Reduction,https://github.com/ethanygao/NDDR-CNN,,,,,,,Tuesday,Poster 1.2,73,Yuan Gao,"Yuan Gao, Jiayi Ma, Mingbo Zhao, Wei Liu, Alan L. Yuille"
232,DLOW: Domain Flow for Adaptation and Generalization,https://github.com/ETHRuiGong/DLOW,,,,Tuesday,Oral 1.2B,15:05,Tuesday,Poster 1.2,134,Rui Gong,"Rui Gong, Wen Li, Yuhua Chen, Luc Van Gool"
145,From Coarse to Fine: Robust Hierarchical Localization at Large Scale,https://github.com/ethz-asl/hf_net,,,,,,,Thursday,Poster 3.2,213,Paul-Edouard Sarlin,"Paul-Edouard Sarlin, Cesar Cadena, Roland Siegwart, Marcin Dymczyk"
269,A Local Block Coordinate Descent Algorithm for the CSC Model,https://github.com/EvZissel/LoBCoD,,,,,,,Wednesday,Poster 2.2,167,Ev Zisselman,"Ev Zisselman, Jeremias Sulam, Michael Elad"
137,Learning Monocular Depth Estimation Infusing Traditional Stereo Knowledge,https://github.com/fabiotosi92/monoResMatch-Tensorflow,,,,,,,Thursday,Poster 3.1,117,Fabio Tosi,"Fabio Tosi, Filippo Aleotti, Matteo Poggi, Stefano Mattoccia"
350,Practical Full Resolution Learned Lossless Image Compression,https://github.com/fab-jul/L3C-PyTorch,,,,Thursday,Oral 3.2A,13:30,Thursday,Poster 3.2,1,Fabian Mentzer,"Fabian Mentzer, Eirikur Agustsson, Michael Tschannen, Radu Timofte, Luc Van Gool"
1291,Attentive Single-Tasking of Multiple Tasks,https://github.com/facebookresearch/astmt,,,,,,,Tuesday,Poster 1.1,187,Kevis-Kokitsi Maninis,
233,2.5D Visual Sound,https://github.com/facebookresearch/FAIR-Play,,http://vision.cs.utexas.edu/projects/2.5D_visual_sound/,,Tuesday,Oral 1.1C,9:46,Tuesday,Poster 1.1,117,Ruohan Gao,"Ruohan Gao, Kristen Grauman"
172,Grounded Video Description,https://github.com/facebookresearch/grounded-video-description,,,,Wednesday,Oral 2.2B,13:30,Wednesday,Poster 2.2,177,Luowei Zhou,"Luowei Zhou, Yannis Kalantidis, Xinlei Chen, Jason J. Corso, Marcus Rohrbach"
30,Feature Denoising for Improving Adversarial Robustness,https://github.com/facebookresearch/ImageNet-Adversarial-Training,,,,,,,Tuesday,Poster 1.1,27,Cihang Xie,"Cihang Xie, Yuxin Wu, Laurens van der Maaten, Alan Yuille, Kaiming He"
351,Inverse Cooking: Recipe Generation From Food Images,https://github.com/facebookresearch/inversecooking,,,,,,,Thursday,Poster 3.1,184,Amaia Salvador,"Amaia Salvador, Michal Drozdzal, Xavier Giro-i-Nieto, Adriana Romero"
7,Towards VQA Models That Can Read,https://github.com/facebookresearch/pythia,,,,,,,Wednesday,Poster 2.2,196,Amanpreet Singh,"Amanpreet Singh, Vivek Natarajan, Meet Shah, Yu Jiang, Xinlei Chen, Dhruv Batra, Devi Parikh, Marcus Rohrbach"
19,3D Human Pose Estimation in Video With Temporal Convolutions and Semi-Supervised Training,https://github.com/facebookresearch/VideoPose3D,,,,,,,Wednesday,Poster 2.2,103,Dario Pavllo,"Dario Pavllo, Christoph Feichtenhofer, David Grangier, Michael Auli"
234,Heterogeneous Memory Enhanced Multimodal Attention Model for Video Question Answering,https://github.com/fanchenyou/HME-VideoQA,,,,,,,Tuesday,Poster 1.1,202,Chenyou Fan,"Chenyou Fan, Xiaofan Zhang, Shu Zhang, Wensheng Wang, Chi Zhang, Heng Huang"
352,MVF-Net: Multi-View 3D Face Morphable Model Regression,https://github.com/Fanziapril/mvfnet,,,,,,,Tuesday,Poster 1.1,85,Fanzi Wu,"Fanzi Wu, Linchao Bao, Yajing Chen, Yonggen Ling, Yibing Song, Songnan Li, King Ngi Ngan, Wei Liu"
283,Learning Not to Learn: Training Deep Neural Networks With Biased Data,https://github.com/feidfoe/learning-not-to-learn,,,,,,,Thursday,Poster 3.1,6,Byungju Kim,"Byungju Kim, Hyunwoo Kim, Kyungsu Kim, Sungjin Kim, Junmo Kim"
134,GA-Net: Guided Aggregation Net for End-To-End Stereo Matching,https://github.com/feihuzhang/GANet,,,,Tuesday,Oral 1.1B,9:36,Tuesday,Poster 1.1,78,Feihu Zhang,"Feihu Zhang, Victor Prisacariu, Ruigang Yang, Philip H.S. Torr"
526,Beyond Tracking: Selecting Memory and Refining Poses for Deep Visual Odometry,https://github.com/feixue94/BeyondTrcking,,,,Thursday,Oral 3.1A,8:58,Thursday,Poster 3.1,195,Fei Xue,
353,Unsupervised Image Captioning,https://github.com/fengyang0317/unsupervised_captioning?,,,,,,,Tuesday,Poster 1.2,202,Yang Feng,"Yang Feng, Lin Ma, Wei Liu, Jiebo Luo"
21,Fast Interactive Object Annotation With Curve-GCN,https://github.com/fidler-lab/curve-gcn,,,,,,,Wednesday,Poster 2.1,71,Huan Ling,"Huan Ling, Jun Gao, Amlan Kar, Wenzheng Chen, Sanja Fidler?"
1105,Object-Centric Auto-Encoders and Dummy Anomalies for Abnormal Event Detection in Video,https://github.com/fjchange/object_centric_VAD,,,,,,,Wednesday,Poster 2.2,112,Radu Tudor Ionescu,
817,Frame-Consistent Recurrent Video Deraining With Dual-Level Flow,https://github.com/flyywh/Dual-FLow-Video-Deraining-CVPR-2019,,,,,,,Tuesday,Poster 1.1,168,Wenhan Yang,
216,Domain Generalization by Solving Jigsaw Puzzles,https://github.com/fmcarlucci/JigenDG,,,,Tuesday,Oral 1.2A,14:24,Tuesday,Poster 1.2,27,Fabio M. Carlucci,"Fabio Maria Carlucci, Antonio D'Innocente, Silvia Bucci, Barbara Caputo, Tatiana Tommasi "
960,ESIR: End-To-End Scene Text Recognition via Iterative Image Rectification,https://github.com/fnzhan/ESIR,,,,,,,Tuesday,Poster 1.1,208,Fangneng Zhan,
354,Spatial Fusion GAN for Image Synthesis,https://github.com/fnzhan/SF-GAN,,,,,,,Tuesday,Poster 1.2,136,Fangneng Zhan,
355,PartNet: A Recursive Part Decomposition Network for Fine-Grained and Hierarchical Shape Segmentation,https://github.com/FoggYu/PartNet,,,,,,,Thursday,Poster 3.1,71,Fenggen Yu,"Fenggen Yu, Kun Liu, Yan Zhang, Chenyang Zhu, Kai Xu"
9,Fast Online Object Tracking and Segmentation: A Unifying Approach,https://github.com/foolwood/SiamMask,,http://www.robots.ox.ac.uk/~qwang/SiamMask/,,,,,Tuesday,Poster 1.1,134,Qiang Wang,"Qiang Wang,?Li Zhang,?Luca Bertinetto,?Weiming Hu,?Philip H.S. Torr"
570,Revealing Scenes by Inverting Structure From Motion Reconstructions,https://github.com/francescopittaluga/invsfm,,,,Tuesday,Oral 1.1B,9:10,Tuesday,Poster 1.1,74,Francesco Pittaluga,
243,"Good News, Everyone! Context Driven Entity-Aware Captioning for News Images",https://github.com/furkanbiten/GoodNews,,,,,,,Thursday,Poster 3.2,188,Ali Furkan Biten,"Ali Furkan Biten, Lluis Gomez, Mar?al Rusi?ol, Dimosthenis Karatzas"
356,Deep Geometric Prior for Surface Reconstruction,https://github.com/fwilliams/deep-geometric-prior,,,,,,,Thursday,Poster 3.1,151,Francis Williams,"Francis Williams, Teseo Schneider, Claudio Silva, Denis Zorin, Joan Bruna, Daniele Panozzo"
240,Kervolutional Neural Networks,https://github.com/gan3sh500/kervolution-pytorch,,,,Tuesday,Oral 1.1A,9:18,Tuesday,Poster 1.1,4,Chen Wang,"Chen Wang, Jianfei Yang, Lihua Xie, Junsong Yuan"
357,Graphonomy: Universal Human Parsing via Graph Transfer Learning,https://github.com/Gaoyiminggithub/Graphonomy,,,,,,,Wednesday,Poster 2.2,72,Ke Gong,"Ke Gong, Yiming Gao, Xiaodan Liang, Xiaohui Shen, Meng Wang, Liang Lin"
358,Pedestrian Detection With Autoregressive Network Phases,https://github.com/garrickbrazil/AR-Ped,,,,,,,Wednesday,Poster 2.2,49,Garrick Brazil,"Garrick Brazil, Xiaoming Liu"
359,Semantic Graph Convolutional Networks for 3D Human Pose Regression,https://github.com/garyzhao/SemGCN,,,,,,,Tuesday,Poster 1.2,95,Long Zhao,
270,Instance-Level Meta Normalization,https://github.com/Gasoonjia/ILM-Norm,,,,,,,Wednesday,Poster 2.1,31,Songhao Jia,"Songhao Jia, Ding-Jie Chen, Hwann-Tzong Chen"
360,3D Hand Shape and Pose Estimation From a Single RGB Image,https://github.com/geliuhao/3DHandShapePosefromRGB,,https://sites.google.com/site/geliuhaontu/home/cvpr2019,,Thursday,Oral 3.2B,13:48,Thursday,Poster 3.2,95,Liuhao Ge,"Liuhao Ge, Zhou Ren, Yuncheng Li, Zehao Xue, Yingying Wang, Jianfei Cai, Junsong Yuan"
361,Generalized Intersection Over Union: A Metric and a Loss for Bounding Box Regression,https://github.com/generalized-iou/Detectron.pytorch,https://mp.weixin.qq.com/s/6QsyYtEVjavoLfU_lQF1pw,,,,,,Tuesday,Poster 1.1,43,Hamid Rezatofighi,"Hamid Rezatofighi, Nathan Tsoi, JunYoung Gwak, Amir Sadeghian, Ian Reid, Silvio Savarese"
362,Hierarchical Deep Stereo Matching on High-Resolution Images,https://github.com/gengshan-y/high-res-stereo,,http://www.contrib.andrew.cmu.edu/~gengshay/cvpr19stereo,,,,,Wednesday,Poster 2.1,97,Gengshan Yang,Gengshan Yang£¬Joshua Manela£¬ Michael Happold£¬Deva Ramanan
164,Generating Classification Weights With GNN Denoising Autoencoders for Few-Shot Learning,https://github.com/gidariss/wDAE_GNN_FewShot,,,,Tuesday,Oral 1.1A,9:10,Tuesday,Poster 1.1,3,Spyros Gidaris,"Spyros Gidaris, Nikos Komodakis"
363,Learning From Synthetic Data for Crowd Counting in the Wild,https://github.com/gjy3035/GCC-CL,,,,,,,Wednesday,Poster 2.2,166,Qi Wang,"Qi Wang, Junyu Gao, Wei Lin, Yuan Yuan"
364,Context and Attribute Grounded Dense Captioning,https://github.com/gjyin91/CAG-Net,https://zhuanlan.zhihu.com/p/57822460,https://gjyin91.github.io/projects/cagnet.html,,,,,Wednesday,Poster 2.1,201,Guojun Yin,"Guojun Yin, Lu Sheng, Bin Liu, Nenghai Yu, Xiaogang Wang, Jing Shao"
13,Self-Supervised GANs via Auxiliary Rotation Loss,https://github.com/google/compare_gan,,,,,,,Thursday,Poster 3.2,138,Ting Chen,"Ting Chen, Xiaohua Zhai, Marvin Ritter, Mario Lucic, Neil Houlsby"
365,Neural Rerendering in the Wild,https://github.com/google/neural_rerendering_in_the_wild,,,,Wednesday,Oral 2.2C,14:42,Wednesday,Poster 2.2,142,Moustafa Meshry,"Moustafa Meshry, Dan B Goldman, Sameh Khamis, Hugues Hoppe, Rohit Pandey, Noah Snavely, Ricardo Martin-Brualla"
146,Peeking Into the Future: Predicting Future Person Activities and Locations in Videos,https://github.com/google/next-prediction,,,,,,,Wednesday,Poster 2.1,133,Junwei Liang,"Junwei Liang, Lu Jiang, Juan Carlos Niebles, Alexander Hauptmann, Li Fei-Fei "
79,Revisiting Self-Supervised Visual Representation Learning,https://github.com/google/revisiting-self-supervised,,,,,,,Tuesday,Poster 1.1,194,Alexander Kolesnikov,"Alexander Kolesnikov,?Xiaohua Zhai,?Lucas Beyer"
195,BubbleNets: Learning to Select the Guidance Frame in Video Object Segmentation by Deep Sorting Frames,https://github.com/griffbr/BubbleNets,,,,Thursday,Oral 3.1C,9:29,Thursday,Poster 3.1,65,Brent A. Griffin,"Brent A. Griffin, Jason J. Corso"
366,Attentive Region Embedding Network for Zero-Shot Learning,https://github.com/gsx0/Attentive-Region-Embedding-Network-for-Zero-shot-Learning,,,,,,,Thursday,Poster 3.1,45,Guo-Sen Xie,
367,Self-Calibrating Deep Photometric Stereo Networks,https://github.com/guanyingc/SDPS-Net,,http://gychen.org/SDPS-Net/,,Thursday,Oral 3.1B,9:11,Thursday,Poster 3.1,84,Guanying Chen,"Guanying Chen, Kai Han, Boxin Shi, Yasuyuki Matsushita, Kwan-Yee K. Wong"
208,Object Counting and Instance Segmentation With Image-Level Supervision,https://github.com/GuoleiSun/CountSeg,,,,,,,Thursday,Poster 3.2,181,Hisham Cholakkal,"Hisham Cholakkal, Guolei Sun (equal contribution), Fahad Shahbaz Khan, Ling Shao"
110,DVC: An End-To-End Deep Video Compression Framework,https://github.com/GuoLusjtu/DVC,,,,Thursday,Oral 3.2C,13:40,Thursday,Poster 3.2,149,Guo Lu,"Guo Lu, Wanli Ouyang, Dong Xu, Xiaoyun Zhang, Chunlei Cai, Zhiyong Gao "
54,Toward Convolutional Blind Denoising of Real Photographs,https://github.com/GuoShi28/CBDNet,,,,,,,Tuesday,Poster 1.1,173,Shi Guo,"Shi Guo, Zifei Yan, Kai Zhang, Wangmeng Zuo, Lei Zhang"
103,Multi-Channel Attention Selection GAN With Cascaded Semantic Guidance for Cross-View Image Translation,https://github.com/Ha0Tang/SelectionGAN,,,,Tuesday,Oral 1.2B,14:29,Tuesday,Poster 1.2,128,Hao Tang,"Hao Tang, Dan Xu, Nicu Sebe, Yanzhi Wang, Jason J. Corso, Yan Yan"
987,AdaptiveFace: Adaptive Margin and Sampling for Face Recognition,https://github.com/haoliu1994/AdaptiveFace,,,,,,,Thursday,Poster 3.2,117,Hao Liu,
368,Multi-Level Multimodal Common Semantic Space for Image-Phrase Grounding,https://github.com/hassanhub/MultiGrounding,,,,,,,Thursday,Poster 3.2,189,Hassan Akbari,"Hassan Akbari, Svebor Karaman, Surabhi Bhargava, Brian Chen, Carl Vondrick, Shih-Fu Chang"
369,Learning Joint Reconstruction of Hands and Manipulated Objects,https://github.com/hassony2/manopth,,https://www.di.ens.fr/willow/research/obman/,,,,,Thursday,Poster 3.2,85,Yana Hasson,"Yana Hasson, G¨¹l Varol, Dimitrios Tzionas, Igor Kalevatykh, Michael J. Black, Ivan Laptev, Cordelia Schmid"
253,The Pros and Cons: Rank-Aware Temporal Attention for Skill Determination in Long Videos,https://github.com/hazeld/rank-aware-attention-network,,,,,,,Wednesday,Poster 2.2,114,Hazel Doughty,"Hazel Doughty, Walterio Mayol-Cuevas, Dima Damen"
370,Modulating Image Restoration With Continual Levels via Adaptive Feature Modification Layers,https://github.com/hejingwenhejingwen/AdaFM,,,,Thursday,Oral 3.2C,14:11,Thursday,Poster 3.2,154,Jingwen He,"Jingwen He, Chao Dong, and Yu Qiao"
50,Mode Seeking Generative Adversarial Networks for Diverse Image Synthesis,https://github.com/HelenMao/MSGAN,,,,,,,Tuesday,Poster 1.1,144,Qi Mao,"Qi Mao, Hsin-Ying Lee, Hung-Yu Tseng, Siwei Ma, Ming-Hsuan Yang?"
371,Looking for the Devil in the Details: Learning Trilinear Attention Sampling Network for Fine-Grained Image Recognition,https://github.com/Heliang-Zheng/TASN,,,,,,,Wednesday,Poster 2.1,46,Heliang Zheng,
159,LaSOT: A High-Quality Benchmark for Large-Scale Single Object Tracking,https://github.com/HengLan/LaSOT_Evaluation_Toolkit,,https://cis.temple.edu/lasot/,,,,,Wednesday,Poster 2.1,83,Heng Fan,"Heng Fan, Liting Lin, Fan Yang, Peng Chu, Ge Deng, Sijia Yu, Hexin Bai, Yong Xu, Chunyuan Liao, Haibin Ling"
111,Filter Pruning via Geometric Median for Deep Convolutional Neural Networks Acceleration,https://github.com/he-y/filter-pruning-geometric-median,,,,Wednesday,Oral 2.1A,9:11,Wednesday,Poster 2.1,8,Yang He,"Yang He, Ping Liu, Ziwei Wang, Zhilan Hu, Yi Yang"
156,TextureNet: Consistent Local Parametrizations for Learning From High-Resolution Signals on Meshes,https://github.com/hjwdzh/TextureNet,,,,Wednesday,Oral 2.1B,8:40,Wednesday,Poster 2.1,108,Jingwei Huang,"Jingwei Huang, Haotian Zhang, Li Yi, Thomas Funkhouser, Matthias Niessner, and Leonidas Guibas"
36,Stereo R-CNN Based 3D Object Detection for Autonomous Driving,https://github.com/HKUST-Aerial-Robotics/Stereo-RCNN,https://mp.weixin.qq.com/s/X6XI7L57fGGGkAUug3E6Dg,,,,,,Wednesday,Poster 2.2,92,Peiliang Li,"Peiliang Li, Xiaozhi Chen, Shaojie Shen"
93,PointNetLK: Robust & Efficient Point Cloud Registration Using PointNet,https://github.com/hmgoforth/PointNetLK,,,,,,,Wednesday,Poster 2.2,24,Yasuhiro Aoki,"Yasuhiro Aoki, Hunter Goforth, Rangaprasad Arun Srivatsan, Simon Lucey"
373,K-Nearest Neighbors Hashing,https://github.com/HolmesShuan/K-Nearest-Neighbors-Hashing,,,,,,,Tuesday,Poster 1.2,36,Xiangyu He,Xiangyu He and Peisong Wang and Jian Cheng
374,ODE-Inspired Network Design for Single Image Super-Resolution,https://github.com/HolmesShuan/OISR-PyTorch,,,,,,,Tuesday,Poster 1.1,175,Xiangyu He,Xiangyu He and Zitao Mo and Peisong Wang and Yang Liu and Mingyuan Yang and Jian Cheng
917,Deep Stacked Hierarchical Multi-Patch Network for Image Deblurring,https://github.com/HongguangZhang/DMPHN-cvpr19-master,,,,,,,Wednesday,Poster 2.1,174,Hongguang Zhang,
375,Neural Scene Decomposition for Multi-Person Motion Capture,https://github.com/hrhodin/NeuralSceneDecomposition,,,,,,,Wednesday,Poster 2.2,98,Helge Rhodin,
920,FOCNet: A Fractional Optimal Control Network for Image Denoising,https://github.com/hsijiaxidian/FOCNet,,,,,,,Wednesday,Poster 2.1,182,Xixi Jia,
376,PointWeb: Enhancing Local Neighborhood Features for Point Cloud Processing,https://github.com/hszhao/PointWeb,,,,,,,Wednesday,Poster 2.1,102,Hengshuang Zhao,"Hengshuang Zhao*, Li Jiang*, Chi-Wing Fu, and Jiaya Jia"
222,Iterative Normalization: Beyond Standardization Towards Efficient Whitening,https://github.com/huangleiBuaa/IterNorm,,,,,,,Wednesday,Poster 2.1,32,Lei Huang,"Lei Huang, Yi Zhou, Fan Zhu, Li Liu, Ling Shao "
98,Noise-Tolerant Paradigm for Training Face Recognition CNNs,https://github.com/huangyangyu/NoiseFace,,,,,,,Thursday,Poster 3.2,111,Wei Hu,"Wei Hu, Yangyu Huang, Fan Zhang, Ruirui Li"
377,Deep Surface Normal Estimation With Hierarchical RGB-D Fusion,https://github.com/huangyunmu/HFMNet_CVPR2019,,,,,,,Wednesday,Poster 2.1,192,Jin Zeng,
378,Normalized Object Coordinate Space for Category-Level 6D Object Pose and Size Estimation,https://github.com/hughw19/NOCS_CVPR2019,,,,Tuesday,Oral 1.2C,15:00,Tuesday,Poster 1.2,181,He Wang,
135,Reliable and Efficient Image Cropping: A Grid Anchor Based Approach,https://github.com/HuiZeng/Grid-Anchor-based-Image-Cropping,,,,,,,Wednesday,Poster 2.1,171,Hui Zeng,"Hui Zeng, Lida Li, Zisheng Cao, Lei Zhang"
244,Towards Visual Feature Translation,https://github.com/hujiecpp/VisualFeatureTranslation,,,,,,,Tuesday,Poster 1.2,53,Jie Hu,"Jie Hu, Rongrong Ji, Hong Liu, Shengchuan Zhang, Cheng Deng, Qi Tian"
279,Efficient Neural Network Compression,https://github.com/Hyeji-Kim/ENC,,,,,,,Thursday,Poster 3.2,198,Hyeji Kim,"Hyeji Kim, Muhammad Umar Karim Khan, Chong-Min Kyung"
165,Transfer Learning via Unsupervised Task Discovery for Visual Question Answering,https://github.com/HyeonwooNoh/vqa_task_discovery,,,,,,,Wednesday,Poster 2.2,203,Hyeonwoo Noh,"Hyeonwoo Noh, Taehoon Kim, Jonghwan Mun, Bohyung Han"
865,CANet: Class-Agnostic Segmentation Networks With Iterative Refinement and Attentive Few-Shot Learning,https://github.com/icoz69/CaNet,,,,,,,Wednesday,Poster 2.1,67,Chi Zhang,
254,Factor Graph Attention,https://github.com/idansc/fga,,,,,,,Tuesday,Poster 1.1,206,Idan Schwartz,"Idan Schwartz, Seunghak Yu, Tamir Hazan, Alexander Schwing"
263,A Simple Baseline for Audio-Visual Scene-Aware Dialog,https://github.com/idansc/simple-avsd,,,,,,,Thursday,Poster 3.2,196,Idan Schwartz,"Idan Schwartz, Alexander Schwing, Tamir Hazan"
1294,Deep Incremental Hashing Network for Efficient Image Retrieval,https://github.com/IIE-MR/DIHN,,,,,,,Thursday,Poster 3.1,12,Dayan Wu,
85,RVOS: End-To-End Recurrent Network for Video Object Segmentation,https://github.com/imatge-upc/rvos,,,,,,,Wednesday,Poster 2.1,73,Carles Ventura,"Carles Ventura, Miriam Bellver, Andreu Girbau, Amaia Salvador, Ferran Marques, Xavier Giro-i-Nieto"
25,Selective Kernel Networks,https://github.com/implus/SKNet,,,,,,,Tuesday,Poster 1.1,28,Xiang Li,"Xiang Li, Wenhai Wang, Xiaolin Hu, Jian Yang"
264,SDRSAC: Semidefinite-Based Randomized Approach for Robust Point Cloud Registration Without Correspondences,https://github.com/intellhave/SDRSAC,,,,Tuesday,Oral 1.1B,9:00,Tuesday,Poster 1.1,72,Huu M. Le,"Huu Le, Thanh-Toan Do, Tuan Hoang, Ngai-Man Cheung"
594,Structured Knowledge Distillation for Semantic Segmentation,https://github.com/irfanICMLL/structure_knowledge_distillation,https://mp.weixin.qq.com/s/WvYPf7xHu4TtuDan_Hh_pQ,,,Tuesday,Oral 1.2C,14:34,Tuesday,Poster 1.2,177,Yifan Liu,"Yifan Liu, Ke Chen, Chris Liu, Zengchang Qin, Zhenbo Luo, Jingdong Wang "
235,HetConv: Heterogeneous Kernel-Based Convolutions for Deep CNNs,https://github.com/irvinxav/Efficient-HetConv-Heterogeneous-Kernel-Based-Convolutions,,,,,,,Wednesday,Poster 2.1,28,Pravendra Singh,"Pravendra Singh, Vinay Kumar Verma, Piyush Rai, Vinay P. Namboodiri "
379,RL-GAN-Net: A Reinforcement Learning Agent Controlled GAN Network for Real-Time Point Cloud Shape Completion,https://github.com/iSarmad/RL-GAN-Net,,,,,,,Wednesday,Poster 2.1,166,Muhammad Sarmad,"Muhammad Sarmad, Hyunjoo Jenny Lee, Young Min Kim"
380,ManTra-Net: Manipulation Tracing Network for Detection and Localization of Image Forgeries With Anomalous Features,https://github.com/ISICV/ManTraNet,,,,,,,Thursday,Poster 3.1,76,Yue Wu,
271,AIRD: Adversarial Learning Framework for Image Repurposing Detection,https://github.com/isi-vista/AIRD-Datasets,,,,,,,Thursday,Poster 3.2,36,Ayush Jaiswal,"Ayush Jaiswal, Yue Wu, Wael AbdAlmageed, Iacopo Masi, Premkumar Natarajan"
31,DenseFusion: 6D Object Pose Estimation by Iterative Dense Fusion,https://github.com/j96w/DenseFusion,https://mp.weixin.qq.com/s/wrND2cocWlPPVXPqpq-Glg,,,,,,Tuesday,Poster 1.2,87,Chen Wang,"Chen Wang, Danfei Xu, Yuke Zhu, Roberto Mart¨ªn-Mart¨ªn, Cewu Lu, Li Fei-Fei, Silvio Savarese"
