No,title,github/code,paper reading article,project link,Catorgory,Oral day,Oral session,Oral time,Poster day,Poster session,Poster #,First author,Author
1076,A Flexible Convolutional Solver for Fast Style Transfers,,,,,,,,Thursday,Poster 3.1,1,Gilles Puy,
1077,MVTec AD -- A Comprehensive Real-World Dataset for Unsupervised Anomaly Detection,,,,,,,,Thursday,Poster 3.1,96,Paul Bergmann,
1078,MetaCleaner: Learning to Hallucinate Clean Representations for Noisy-Labeled Visual Recognition,,,,,,,,Wednesday,Poster 2.2,64,Weihe Zhang,
1079,Monocular 3D Object Detection Leveraging Accurate Proposals and Shape Reconstruction,,,,,,,,Thursday,Poster 3.2,91,Jason Ku,
1080,Contrastive Adaptation Network for Unsupervised Domain Adaptation,,,,,,,,Wednesday,Poster 2.1,34,Guoliang Kang,
1081,"NetTailor: Tuning the Architecture, Not Just the Weights",,,,,,,,Tuesday,Poster 1.2,57,Pedro Morgado,
1082,Variational Information Distillation for Knowledge Transfer,,,,,,,,Thursday,Poster 3.1,22,Sungsoo Ahn,
1083,FA-RPN: Floating Region Proposals for Face Detection,,,,,,,,Wednesday,Poster 2.2,100,Mahyar Najibi,
1084,Multi-Agent Tensor Fusion for Contextual Trajectory Prediction,,,,,,,,Thursday,Poster 3.2,135,Tianyang Zhao,
1085,Bayesian Hierarchical Dynamic Model for Human Action Recognition,,,,,,,,Wednesday,Poster 2.2,101,Rui Zhao,
1087,A Decomposition Algorithm for the Sparse Generalized Eigenvalue Problem,,,,,,,,Wednesday,Poster 2.1,188,Ganzhao Yuan,
1088,Recurrent Neural Network for (Un-)Supervised Learning of Monocular Video Visual Odometry and Depth,,,,,,,,Wednesday,Poster 2.1,101,Rui Wang,
1089,F-VAEGAN-D2: A Feature Generating Framework for Any-Shot Learning,,,,,,,,Thursday,Poster 3.1,166,Yongqin Xian,
1091,Learning RoI Transformer for Oriented Object Detection in Aerial Images,,,,,,,,Tuesday,Poster 1.2,37,Jian Ding,
1092,Training Deep Learning Based Image Denoisers From Undersampled Measurements Without Ground Truth and Without Image Prior,,,,,,,,Thursday,Poster 3.1,164,Magauiya Zhussip,
1093,Action4D: Online Action Recognition in the Crowd and Clutter,,,,,,,,Thursday,Poster 3.2,90,Quanzeng You,
1094,Structural Relational Reasoning of Point Clouds,,,,,,,,Tuesday,Poster 1.1,84,Yueqi Duan,
1095,Fast Object Class Labelling via Speech,,,,,,,,Wednesday,Poster 2.1,82,Michael Gygli,
1096,Object Instance Annotation With Deep Extreme Level Set Evolution,,,,,,,,Wednesday,Poster 2.2,77,Zian Wang,
1097,Graphical Contrastive Losses for Scene Graph Parsing,,,,,,,,Thursday,Poster 3.2,57,Ji Zhang,
1099,Time-Conditioned Action Anticipation in One Shot,,,,,,,,Thursday,Poster 3.1,130,Qiuhong Ke,
1100,Multiview 2D/3D Rigid Registration via a Point-Of-Interest Network for Tracking and Triangulation,,,,,,,,Thursday,Poster 3.2,205,Haofu Liao,
1101,Quantization Networks,,,,,,,,Wednesday,Poster 2.2,57,Jiwei Yang,
1102,Topology Reconstruction of Tree-Like Structure in Images via Structural Similarity Measure and Dominant Set Clustering,,,,,,,,Wednesday,Poster 2.2,215,Jianyang Xie,
1103,Perceive Where to Focus: Learning Visibility-Aware Part-Level Features for Partial Person Re-Identification,,,,,,,,Tuesday,Poster 1.1,16,Yifan Sun,
1104,Learning Without Memorizing,,,,,,,,Wednesday,Poster 2.1,59,Prithviraj Dhar,
1106,MMFace: A Multi-Metric Regression Network for Unconstrained Face Reconstruction,,,,,,,,Wednesday,Poster 2.2,94,Hongwei Yi,
1107,Refine and Distill: Exploiting Cycle-Inconsistency and Knowledge Distillation for Unsupervised Monocular Depth Estimation,,,,,,,,Thursday,Poster 3.1,114,Andrea Pilzer,
1108,Learning to Localize Through Compressed Binary Maps,,,,,,,,Thursday,Poster 3.1,170,Xinkai Wei,
1109,Min-Max Statistical Alignment for Transfer Learning,,,,,,,,Thursday,Poster 3.1,35,Samitha Herath,
1110,Multi-Step Prediction of Occupancy Grid Maps With Recurrent Neural Networks,,,,,,,,Thursday,Poster 3.1,214,Nima Mohajerin,
1111,Pointing Novel Objects in Image Captioning,,,,,,,,Thursday,Poster 3.2,191,Yehao Li,
1112,Task-Free Continual Learning,,,,,,,,Thursday,Poster 3.2,28,Rahaf Aljundi,
1113,A Main/Subsidiary Network Framework for Simplifying Binary Neural Networks,,,,,,,,Wednesday,Poster 2.2,23,Yinghao Xu,
1114,DMC-Net: Generating Discriminative Motion Cues for Fast Compressed Video Action Recognition,,,,,,,,Tuesday,Poster 1.1,128,Zheng Shou,
1115,Low-Rank Laplacian-Uniform Mixed Model for Robust Face Recognition,,,,,,,,Thursday,Poster 3.2,112,Jiayu Dong,
1116,PIEs: Pose Invariant Embeddings,,,,,,,,Thursday,Poster 3.2,179,Chih-Hui Ho,
1117,Discovering Visual Patterns in Art Collections With Spatially-Consistent Feature Learning,,,,,,,,Thursday,Poster 3.1,34,Xi Shen,
1118,Spatio-Temporal Dynamics and Semantic Attribute Enriched Visual Encoding for Video Captioning,,,,,,,,Thursday,Poster 3.2,190,Nayyer Aafaq,
1119,Marginalized Latent Semantic Encoder for Zero-Shot Learning,,,,,,,,Wednesday,Poster 2.1,196,Zhengming Ding,
1120,Large-Scale Few-Shot Learning: Knowledge Transfer With Class Hierarchy,,,,,,,,Wednesday,Poster 2.2,47,Aoxue Li,
1121,Deep Robust Subjective Visual Property Prediction in Crowdsourcing,,,,,,,,Thursday,Poster 3.1,4,Qianqian Xu,
1122,Soft Labels for Ordinal Regression,,,,,,,,Wednesday,Poster 2.1,18,Raul Diaz,
1123,Learning Words by Drawing Images,,,,,,,,Tuesday,Poster 1.1,205,Didac Suris,
1124,Learning to Separate Multiple Illuminants in a Single Image,,,,,,,,Tuesday,Poster 1.2,149,Zhuo Hui,
1125,Context-Aware Visual Compatibility Prediction,,,,,,,,Thursday,Poster 3.2,203,Guillem Cucurull,
1126,LiveSketch: Query Perturbations for Guided Sketch-Based Visual Search,,,,,,,,Tuesday,Poster 1.2,40,John Collomosse,
1127,Explicit Bias Discovery in Visual Question Answering Models,,,,,,,,Thursday,Poster 3.1,93,Varun Manjunatha,
1128,Single-Frame Regularization for Temporally Stable CNNs,,,,,,,,Thursday,Poster 3.2,20,Gabriel Eilertsen,
1129,Mask-Guided Portrait Editing With Conditional GANs,,,,,,,,Tuesday,Poster 1.2,96,Shuyang Gu,
1130,Large-Scale Interactive Object Segmentation With Human Annotators,,,,,,,,Thursday,Poster 3.2,74,Rodrigo Benenson,
1131,On Exploring Undetermined Relationships for Visual Relationship Detection,,,,,,,,Wednesday,Poster 2.1,58,Yibing Zhan,
1132,A Compact Embedding for Facial Expression Similarity,,,,,,,,Wednesday,Poster 2.1,129,Raviteja Vemulapalli,
1133,Visual Attention Consistency Under Image Transforms for Multi-Label Image Classification,,,,,,,,Tuesday,Poster 1.1,50,Hao Guo,
1134,Object-Driven Text-To-Image Synthesis via Adversarial Training,,,,,,,,Thursday,Poster 3.2,140,Wenbo Li,
1135,Creative Flow+ Dataset,,,,,,,,Wednesday,Poster 2.1,84,Maria Shugrina,
1136,Towards Real Scene Super-Resolution With Raw Images,,,,,,,,Tuesday,Poster 1.1,174,Xiangyu Xu,
1137,Inverse Discriminative Networks for Handwritten Signature Verification,,,,,,,,Wednesday,Poster 2.1,152,Ping Wei,
1138,Compressing Unknown Images With Product Quantizer for Efficient Zero-Shot Classification,,,,,,,,Wednesday,Poster 2.1,92,Jin Li,
1139,Disentangling Latent Hands for Image Synthesis and Pose Estimation,,https://mp.weixin.qq.com/s/U45X5kKMw_E4vfHfVmWZTA,,,,,,Thursday,Poster 3.1,125,Linlin Yang,
1140,Feature Selective Anchor-Free Module for Single-Shot Object Detection,,,,,,,,Tuesday,Poster 1.1,61,Chenchen Zhu,"Chenchen Zhu, Yihui He, Marios Savvides"
1141,Rare Event Detection Using Disentangled Representation Learning,,,,,,,,Thursday,Poster 3.1,39,Ryuhei Hamaguchi,
1142,Joint Manifold Diffusion for Combining Predictions on Decoupled Observations,,,,,,,,Wednesday,Poster 2.2,82,Kwang In Kim,
1143,Learning for Single-Shot Confidence Calibration in Deep Neural Networks Through Stochastic Inferences,,,,,,,,Thursday,Poster 3.1,8,Seonguk Seo,
1144,DrivingStereo: A Large-Scale Dataset for Stereo Matching in Autonomous Driving Scenarios,,,,,,,,Tuesday,Poster 1.1,67,Guorun Yang,
1145,VRSTC: Occlusion-Free Video Person Re-Identification,,,,,,,,Wednesday,Poster 2.2,44,Ruibing Hou,
1146,Crowd Counting and Density Estimation by Trellis Encoder-Decoder Networks,,,,,,,,Wednesday,Poster 2.1,190,Xiaolong Jiang,
1147,Large-Scale Weakly-Supervised Pre-Training for Video Action Recognition,,,,,,,,Thursday,Poster 3.2,127,Deepti Ghadiyaram,
1148,Spherical Fractal Convolutional Neural Networks for Point Cloud Recognition,,,,,,,,Tuesday,Poster 1.1,22,Yongming Rao,
1149,Signal-To-Noise Ratio: A Robust Distance Metric for Deep Metric Learning,,,,,,,,Wednesday,Poster 2.1,26,Tongtong Yuan,
1150,All You Need Is a Few Shifts: Designing Efficient Convolutional Neural Networks for Image Classification,,,,,,,,Wednesday,Poster 2.2,50,Weijie Chen,
1151,Deep Transfer Learning for Multiple Class Novelty Detection,,,,,,,,Thursday,Poster 3.2,58,Pramuditha Perera,
1152,Inserting Videos Into Videos,,,,,,,,Thursday,Poster 3.1,144,Donghoon Lee,
1153,Robust Facial Landmark Detection via Occlusion-Adaptive Deep Networks,,,,,,,,Tuesday,Poster 1.2,101,Meilu Zhu,
1154,Part-Regularized Near-Duplicate Vehicle Re-Identification,,,,,,,,Tuesday,Poster 1.2,189,Bing He,
1155,Unsupervised Multi-Modal Neural Machine Translation,,,,,,,,Thursday,Poster 3.1,187,Yuanhang Su,
1156,Video Summarization by Learning From Unpaired Data,,,,,,,,Wednesday,Poster 2.2,118,Mrigank Rochan,
1157,Putting Humans in a Scene: Learning Affordance in 3D Indoor Environments,,,,,,,,Thursday,Poster 3.2,178,Xueting Li,
1158,Transferable AutoML by Model Sharing Over Grouped Datasets,,,,,,,,Thursday,Poster 3.1,5,Chao Xue,
1159,When Color Constancy Goes Wrong: Correcting Improperly White-Balanced Images,,,,,,,,Tuesday,Poster 1.1,155,Mahmoud Afifi,
1160,Density Map Regression Guided Detection Network for RGB-D Crowd Counting and Localization,,,,,,,,Tuesday,Poster 1.1,184,Dongze Lian,
1161,Scene Memory Transformer for Embodied Agents in Long-Horizon Tasks,,,,,,,,Tuesday,Poster 1.1,31,Kuan Fang,
1162,VERI-Wild: A Large Dataset and a New Method for Vehicle Re-Identification in the Wild,,,,,,,,Tuesday,Poster 1.2,76,Yihang Lou,
1163,Enhancing TripleGAN for Semi-Supervised Conditional Instance Synthesis and Classification,,,,,,,,Thursday,Poster 3.1,147,Si Wu,
1164,Knowing When to Stop: Evaluation and Verification of Conformity to Output-Size Specifications,,,,,,,,Thursday,Poster 3.2,167,Chenglong Wang,
1165,Social Relation Recognition From Videos via Multi-Scale Spatial-Temporal Reasoning,,,,,,,,Tuesday,Poster 1.2,109,Xinchen Liu,
1166,LBS Autoencoder: Self-Supervised Fitting of Articulated Meshes to Point Clouds,,,,,,,,Thursday,Poster 3.2,119,Chun-Liang Li,
1167,All-Weather Deep Outdoor Lighting Estimation,,,,,,,,Thursday,Poster 3.1,154,Jinsong Zhang,
1168,Pyramidal Person Re-IDentification via Multi-Loss Dynamic Training,,,,,,,,Wednesday,Poster 2.2,216,Feng Zheng,
1169,Not Using the Car to See the Sidewalk -- Quantifying and Controlling the Effects of Context in Classification and Segmentation,,,,,,,,Wednesday,Poster 2.2,168,Rakshith Shetty,
1170,Iterative Projection and Matching: Finding Structure-Preserving Representatives and Its Application to Computer Vision,,,,,,,,Wednesday,Poster 2.1,87,Alireza Zaeemzadeh,
1171,Hyperspectral Image Reconstruction Using a Deep Spatial-Spectral Prior,,,,,,,,Wednesday,Poster 2.2,149,Lizhi Wang,
1172,Facial Emotion Distribution Learning by Exploiting Low-Rank Label Correlations Locally,,,,,,,,Thursday,Poster 3.1,121,Xiuyi Jia,
1173,Shape Unicode: A Unified Shape Representation,,,,,,,,Tuesday,Poster 1.2,150,Sanjeev Muralikrishnan,
1174,Co-Occurrent Features in Semantic Segmentation,,,,,,,,Tuesday,Poster 1.1,32,Hang Zhang,
1175,Generalized Zero-Shot Recognition Based on Visually Semantic Embedding,,,,,,,,Tuesday,Poster 1.2,52,Pengkai Zhu,
1176,Foreground-Aware Image Inpainting,,,,,,,,Wednesday,Poster 2.1,160,Wei Xiong,
1177,Greedy Structure Learning of Hierarchical Compositional Models,,,,,,,,Thursday,Poster 3.2,65,Adam Kortylewski,
1178,Practical Coding Function Design for Time-Of-Flight Imaging,,,,,,,,Tuesday,Poster 1.1,158,Felipe Gutierrez-Barragan,
1179,Skin-Based Identification From Multispectral Image Data Using CNNs,,,,,,,,Thursday,Poster 3.2,176,Takeshi Uemori,
1180,Fast and Flexible Indoor Scene Synthesis via Deep Convolutional Generative Models,,,,,,,,Wednesday,Poster 2.1,195,Daniel Ritchie,
1181,Cross-Modal Relationship Inference for Grounding Referring Expressions,,,,,,,,Tuesday,Poster 1.2,204,Sibei Yang,
1182,Polynomial Representation for Persistence Diagram,,,,,,,,Wednesday,Poster 2.1,189,Zhichao Wang,
1183,Learning Individual Styles of Conversational Gesture,,,,,,,,Tuesday,Poster 1.2,102,Shiry Ginosar,
1184,Video Magnification in the Wild Using Fractional Anisotropy in Temporal Distribution,,,,,,,,Tuesday,Poster 1.1,163,Shoichiro Takeda,
1185,Box-Driven Class-Wise Region Masking and Filling Rate Guided Loss for Weakly Supervised Semantic Segmentation,,,,,,,,Tuesday,Poster 1.2,66,Chunfeng Song,
1186,SR-LSTM: State Refinement for LSTM Towards Pedestrian Trajectory Prediction,,,,,,,,Thursday,Poster 3.2,131,Pu Zhang,
1187,"Event Cameras, Contrast Maximization and Reward Functions: An Analysis",,,,,,,,Thursday,Poster 3.2,171,Timo Stoffregen,
1188,Multi-Level Context Ultra-Aggregation for Stereo Matching,,,,,,,,Tuesday,Poster 1.2,81,Guang-Yu Nie,
1189,Dense Depth Posterior (DDP) From Single Image and Sparse Range,,,,,,,,Tuesday,Poster 1.2,88,Yanchao Yang,
1190,"Large-Scale, Metric Structure From Motion for Unordered Light Fields",,,,,,,,Tuesday,Poster 1.2,82,Sotiris Nousias,
1191,LSTA: Long Short-Term Attention for Egocentric Action Recognition,,,,,,,,Thursday,Poster 3.1,133,Swathikiran Sudhakaran,
1192,"Student Becoming the Master: Knowledge Amalgamation for Joint Scene Parsing, Depth Estimation, and More",,,,,,,,Tuesday,Poster 1.2,17,Jingwen Ye,
1193,Feature Transfer Learning for Face Recognition With Under-Represented Data,,,,,,,,Wednesday,Poster 2.1,131,Xi Yin,
1194,Multi-Task Multi-Sensor Fusion for 3D Object Detection,,,,,,,,Wednesday,Poster 2.2,61,Ming Liang,
1195,DuDoNet: Dual Domain Network for CT Metal Artifact Reduction,,,,,,,,Thursday,Poster 3.1,205,Wei-An Lin,
1196,Binary Ensemble Neural Network: More Bits per Network or More Networks per Bit?,,,,,,,,Wednesday,Poster 2.1,37,Shilin Zhu,
1197,Re-Identification Supervised Texture Generation,,,,,,,,Thursday,Poster 3.2,89,Jian Wang,
1198,Deep Spherical Quantization for Image Search,,,,,,,,Thursday,Poster 3.2,73,Sepehr Eghbali,
1199,Predicting Future Frames Using Retrospective Cycle GAN,,,,,,,,Tuesday,Poster 1.1,183,Yong-Hoon Kwon,
1200,Joint Representation and Estimator Learning for Facial Action Unit Intensity Estimation,,,,,,,,Tuesday,Poster 1.2,98,Yong Zhang,
1201,MFAS: Multimodal Fusion Architecture Search,,,,,,,,Wednesday,Poster 2.2,4,Juan-Manuel Perez-Rua,
1202,Feature Space Perturbations Yield More Transferable Adversarial Examples,,,,,,,,Wednesday,Poster 2.2,14,Nathan Inkawhich,
1203,A Perceptual Prediction Framework for Self Supervised Event Segmentation,,,,,,,,Tuesday,Poster 1.1,121,Sathyanarayanan N. Aakur,
1204,Diversify and Match: A Domain Adaptive Representation Learning Paradigm for Object Detection,,,,,,,,Thursday,Poster 3.2,187,Taekyung Kim,
1205,Not All Frames Are Equal: Weakly-Supervised Video Grounding With Contextual Similarity and Visual Clustering Losses,,,,,,,,Thursday,Poster 3.1,183,Jing Shi,
1206,Few-Shot Adaptive Faster R-CNN,,,,,,,,Wednesday,Poster 2.2,43,Tao Wang,
1207,Multi-Scale Geometric Consistency Guided Multi-View Stereo,,,,,,,,Wednesday,Poster 2.1,94,Qingshan Xu,
1208,Dense 3D Face Decoding Over 2500FPS: Joint Texture & Shape Convolutional Mesh Decoders,,,,,,,,Tuesday,Poster 1.1,99,Yuxiang Zhou,
1209,An Attention Enhanced Graph Convolutional LSTM Network for Skeleton-Based Action Recognition,,,,,,,,Tuesday,Poster 1.1,124,Chenyang Si,
1210,LP-3DCNN: Unveiling Local Phase in 3D Convolutional Neural Networks,,,,,,,,Wednesday,Poster 2.1,35,Sudhakar Kumawat,
1212,Adaptive Weighting Multi-Field-Of-View CNN for Semantic Segmentation in Pathology,,,,,,,,Thursday,Poster 3.2,201,Hiroki Tokunaga,
1213,The Alignment of the Spheres: Globally-Optimal Spherical Mixture Alignment for Camera Pose Estimation,,,,,,,,Thursday,Poster 3.2,84,Dylan Campbell,
1214,PEPSI : Fast Image Inpainting With Parallel Decoding Network,,,,,,,,Thursday,Poster 3.2,39,Min-cheol Sagong,
1215,It's Not About the Journey; It's About the Destination: Following Soft Paths Under Question-Guidance for Visual Reasoning,,,,,,,,Tuesday,Poster 1.1,195,Monica Haurilet,
1216,Co-Saliency Detection via Mask-Guided Fully Convolutional Networks With Multi-Scale Label Smoothing,,,,,,,,Tuesday,Poster 1.2,62,Kaihua Zhang,
1217,Where's Wally Now? Deep Generative and Discriminative Embeddings for Novelty Detection,,,,,,,,Thursday,Poster 3.2,54,Philippe Burlina,
1218,Point-To-Pose Voting Based Hand Pose Estimation Using Residual Permutation Equivariant Layer,,,,,,,,Thursday,Poster 3.2,115,Shile Li,
1219,Context-Reinforced Semantic Segmentation,,,,,,,,Tuesday,Poster 1.2,194,Yizhou Zhou,
1220,BridgeNet: A Continuity-Aware Probabilistic Network for Age Estimation,,,,,,,,Tuesday,Poster 1.1,104,Wanhua Li,
1221,DynTypo: Example-Based Dynamic Text Effects Transfer,,,https://menyifang.github.io/projects/DynTypo/DynTypo.html?,,,,,Wednesday,Poster 2.1,163,Yifang Men,Yifang Men Zhouhui Lian Yingmin Tang Jianguo Xiao
1222,StereoDRNet: Dilated Residual StereoNet,,,,,,,,Thursday,Poster 3.2,83,Rohan Chabra,
1223,Analysis of Feature Visibility in Non-Line-Of-Sight Measurements,,,,,,,,Thursday,Poster 3.1,152,Xiaochun Liu,
1225,"Unsupervised Event-Based Learning of Optical Flow, Depth, and Egomotion",,,,,,,,Tuesday,Poster 1.1,88,Alex Zihao Zhu,
1226,Sensitive-Sample Fingerprinting of Deep Neural Networks,,,,,,,,Wednesday,Poster 2.1,17,Zecheng He,
1227,Octree Guided CNN With Spherical Kernels for 3D Point Clouds,,,,,,,,Thursday,Poster 3.1,100,Huan Lei,
1228,Assessment of Faster R-CNN in Man-Machine Collaborative Search,,,,,,,,Tuesday,Poster 1.2,71,Arturo Deza,
1229,ADCrowdNet: An Attention-Injective Deformable Convolutional Network for Crowd Understanding,,,,,,,,Tuesday,Poster 1.2,75,Ning Liu,
1230,Exact Adversarial Attack to Image Captioning via Structured Output Learning With Latent Variables,,,,,,,,Tuesday,Poster 1.2,203,Yan Xu,
1231,L3-Net: Towards Learning Based LiDAR Localization for Autonomous Driving,,,,,,,,Wednesday,Poster 2.1,216,Weixin Lu,
1232,Unsupervised Image Matching and Object Discovery as Optimization,,,,,,,,Wednesday,Poster 2.2,175,Huy V. Vo,
1233,P3SGD: Patient Privacy Preserving SGD for Regularizing Deep CNNs in Pathological Image Classification,,,,,,,,Tuesday,Poster 1.1,212,Bingzhe Wu,
1234,Self-Critical N-Step Training for Image Captioning,,,,,,,,Wednesday,Poster 2.1,207,Junlong Gao,
1235,ZigZagNet: Fusing Top-Down and Bottom-Up Context for Object Segmentation,,,,,,,,Wednesday,Poster 2.2,76,Di Lin,
1236,DARNet: Deep Active Ray Network for Building Segmentation,,,,,,,,Wednesday,Poster 2.2,70,Dominic Cheng,
1237,Efficient Multi-Domain Learning by Covariance Normalization,,,,,,,,Wednesday,Poster 2.1,88,Yunsheng Li,
1238,Deep Fitting Degree Scoring Network for Monocular 3D Object Detection,,,,,,,,Tuesday,Poster 1.1,95,Lijie Liu,
